org,year,name,position,normalized_name,first,last,middle
"GALASHIELS FUND, LTD",2003,PAMELA B. JOHNSON,SECTY - DIR,PAMELA B JOHNSON,PAMELA,JOHNSON,B
"GALASHIELS FUND, LTD",2003,KEITH W. COLBURN,PRES - DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2003,BETSY P. COLBURN,V/PRES - DIR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2002,PAMELA B JOHNSON,SECTY - DIR,PAMELA B JOHNSON,PAMELA,JOHNSON,B
"GALASHIELS FUND, LTD",2002,KEITH W COLBURN,PRES - DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2002,BETSY P COLBURN,V/PRES-DIR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2001,PAMELA B JOHNSON,SECTY - DIR,PAMELA B JOHNSON,PAMELA,JOHNSON,B
"GALASHIELS FUND, LTD",2001,BETSY P. COLBURN,V/PRES-DIR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2001,KEITH W. COLBURN,PRES - DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2000,BETSY P. COLBURN,V/PRES-DIR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2000,KEITH W. COLBURN,PRES - DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2000,PAMELA B. JOHNSON,SECTY - DIR,PAMELA B JOHNSON,PAMELA,JOHNSON,B
"GALASHIELS FUND, LTD",1999,KEITH W. COLBURN,PRES - DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",1999,PAMELA B. JOHNSON,SECTY - DIR,PAMELA B JOHNSON,PAMELA,JOHNSON,B
"GALASHIELS FUND, LTD",1999,BETSY P. COLBURN,V/PRES-DIR,BETSY P COLBURN,BETSY,COLBURN,P
BILL  MELINDA GATES FOUNDATION,2018,SUSAN DESMOND-HELLMANN,CHIEF EXECUTIVE OFFICER,SUSAN DESMOND-HELLMANN,SUSAN,DESMOND-HELLMANN,
BILL  MELINDA GATES FOUNDATION,2018,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2018,MARK SUZMAN,"PRESIDENT, GLOBAL POLICY & ADVOCACY",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2018,CHRISTOPHER ELIAS,"PRESIDENT, GLOBAL DEVELOPMENT",CHRISTOPHER ELIAS,CHRISTOPHER,ELIAS,
BILL  MELINDA GATES FOUNDATION,2018,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2018,RODGER VOORHIES,"PRESIDENT, GLOBAL GROWTH & OPPORTUNITY",RODGER VOORHIES,RODGER,VOORHIES,
BILL  MELINDA GATES FOUNDATION,2018,CONNIE COLLINGSWORTH,CHIEF BUSINESS OPERATIONS OFFICER,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2018,STEVEN JOSEPH RICE,CHIEF HUMAN RESOURCES OFFICER,STEVEN JOSEPH RICE,STEVEN,RICE,JOSEPH
BILL  MELINDA GATES FOUNDATION,2018,KEITH MATTHEWS,"DIRECTOR, PHILODENDRON, LLC",KEITH MATTHEWS,KEITH,MATTHEWS,
BILL  MELINDA GATES FOUNDATION,2018,NICK AUSTIN,"DIRECTOR, PHILODENDRON, LLC",NICK AUSTIN,NICK,AUSTIN,
BILL  MELINDA GATES FOUNDATION,2018,CAROLYN AINSLIE START 1012018,CHIEF FINANCIAL OFFICER,CAROLYN AINSLIE START,CAROLYN,START,AINSLIE
BILL  MELINDA GATES FOUNDATION,2018,JIM BROMLEY END 622018,FORMER CHIEF FINANCIAL OFFICER,JIM BROMLEY END,JIM,END,BROMLEY
BILL  MELINDA GATES FOUNDATION,2018,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2018,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2018,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2018,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2017,SUSAN DESMOND-HELLMANN,CHIEF EXECUTIVE OFFICER,SUSAN DESMOND-HELLMANN,SUSAN,DESMOND-HELLMANN,
BILL  MELINDA GATES FOUNDATION,2017,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2017,CHRISTOPHER ELIAS,"PRESIDENT, GLOBAL DEVELOPMENT",CHRISTOPHER ELIAS,CHRISTOPHER,ELIAS,
BILL  MELINDA GATES FOUNDATION,2017,MARK SUZMAN,"PRESIDENT, GLOBAL POLICY & ADVOCACY",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2017,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2017,RODGER VOORHIES,"EXEC DR, GLOBAL GROWTH & OPPORTUNITY",RODGER VOORHIES,RODGER,VOORHIES,
BILL  MELINDA GATES FOUNDATION,2017,CONNIE COLLINGSWORTH,CHIEF BUSINESS OPERATIONS OFFICER,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2017,LEIGH MORGAN,FORMER CHIEF OPERATING OFFICER,LEIGH MORGAN,LEIGH,MORGAN,
BILL  MELINDA GATES FOUNDATION,2017,JIM BROMLEY,CHIEF FINANCIAL OFFICER,JIM BROMLEY,JIM,BROMLEY,
BILL  MELINDA GATES FOUNDATION,2017,STEVEN JOSEPH RICE,CHIEF HUMAN RESOURCES OFFICER,STEVEN JOSEPH RICE,STEVEN,RICE,JOSEPH
BILL  MELINDA GATES FOUNDATION,2017,TODD PIERCE,FORMER CHIEF DIGITAL OFFICER,TODD PIERCE,TODD,PIERCE,
BILL  MELINDA GATES FOUNDATION,2017,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2017,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2017,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2017,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2016,SUSAN DESMOND-HELLMANN,CHIEF EXECUTIVE OFFICER,SUSAN DESMOND-HELLMANN,SUSAN,DESMOND-HELLMANN,
BILL  MELINDA GATES FOUNDATION,2016,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2016,CHRISTOPHER ELIAS,"PRESIDENT, GLOBAL DEVELOPMENT",CHRISTOPHER ELIAS,CHRISTOPHER,ELIAS,
BILL  MELINDA GATES FOUNDATION,2016,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2016,MIGUEL VEIGA-PESTANA,FORMER CHIEF COMMUNICATIONS OFFICER,MIGUEL VEIGA-PESTANA,MIGUEL,VEIGA-PESTANA,
BILL  MELINDA GATES FOUNDATION,2016,MARK SUZMAN,"PRESIDENT, GLOBAL POLICY & ADVOCACY",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2016,GEOFFREY LAMB,CHIEF ECONOMIC AND POLICY ADVISOR,GEOFFREY LAMB,GEOFFREY,LAMB,
BILL  MELINDA GATES FOUNDATION,2016,LEIGH MORGAN,CHIEF OPERATING OFFICER,LEIGH MORGAN,LEIGH,MORGAN,
BILL  MELINDA GATES FOUNDATION,2016,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2016,JIM BROMLEY,CHIEF FINANCIAL OFFICER,JIM BROMLEY,JIM,BROMLEY,
BILL  MELINDA GATES FOUNDATION,2016,RODGER VOORHIES,"MANAGING DIRECTOR, GLOBAL DEVELOPMENT",RODGER VOORHIES,RODGER,VOORHIES,
BILL  MELINDA GATES FOUNDATION,2016,STEVEN JOSEPH RICE,CHIEF HUMAN RESOURCES OFFICER,STEVEN JOSEPH RICE,STEVEN,RICE,JOSEPH
BILL  MELINDA GATES FOUNDATION,2016,TODD PIERCE,FORMER CHIEF DIGITAL OFFICER,TODD PIERCE,TODD,PIERCE,
BILL  MELINDA GATES FOUNDATION,2016,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2016,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2016,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2016,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2015,SUSAN DESMOND-HELLMANN,CHIEF EXECUTIVE OFFICER,SUSAN DESMOND-HELLMANN,SUSAN,DESMOND-HELLMANN,
BILL  MELINDA GATES FOUNDATION,2015,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2015,CHRISTOPHER ELIAS,"PRESIDENT, GLOBAL DEVELOPMENT",CHRISTOPHER ELIAS,CHRISTOPHER,ELIAS,
BILL  MELINDA GATES FOUNDATION,2015,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2015,GEOFFREY LAMB,CHIEF ECONOMIC AND POLICY OFFICER,GEOFFREY LAMB,GEOFFREY,LAMB,
BILL  MELINDA GATES FOUNDATION,2015,MIGUEL VEIGA-PESTANA,CHIEF COMMUNICATIONS OFFICER,MIGUEL VEIGA-PESTANA,MIGUEL,VEIGA-PESTANA,
BILL  MELINDA GATES FOUNDATION,2015,MARK SUZMAN,"PRESIDENT, GLOBAL POLICY & ADVOCACY",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2015,LEIGH MORGAN,CHIEF OPERATING OFFICER,LEIGH MORGAN,LEIGH,MORGAN,
BILL  MELINDA GATES FOUNDATION,2015,TODD PIERCE,CHIEF DIGITAL OFFICER,TODD PIERCE,TODD,PIERCE,
BILL  MELINDA GATES FOUNDATION,2015,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2015,JIM BROMLEY,CHIEF FINANCIAL OFFICER,JIM BROMLEY,JIM,BROMLEY,
BILL  MELINDA GATES FOUNDATION,2015,STEVEN JOSEPH RICE,CHIEF HUMAN RESOURCES OFFICER,STEVEN JOSEPH RICE,STEVEN,RICE,JOSEPH
BILL  MELINDA GATES FOUNDATION,2015,KURT FISCHER,FORMER CHIEF HUMAN RESOURCES OFFICER,KURT FISCHER,KURT,FISCHER,
BILL  MELINDA GATES FOUNDATION,2015,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2015,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2015,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2015,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2014,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2014,SUSAN DESMOND-HELLMANN,CHIEF EXECUTIVE OFFICER,SUSAN DESMOND-HELLMANN,SUSAN,DESMOND-HELLMANN,
BILL  MELINDA GATES FOUNDATION,2014,CHRISTOPHER ELIAS,"PRESIDENT, GLOBAL DEVELOPMENT",CHRISTOPHER ELIAS,CHRISTOPHER,ELIAS,
BILL  MELINDA GATES FOUNDATION,2014,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2014,GEOFFREY LAMB,CHIEF ECONOMIC AND POLICY ADVISOR,GEOFFREY LAMB,GEOFFREY,LAMB,
BILL  MELINDA GATES FOUNDATION,2014,RICHARD C HENRIQUES,FORMER CHIEF FINANCIAL OFFICER,RICHARD C HENRIQUES,RICHARD,HENRIQUES,C
BILL  MELINDA GATES FOUNDATION,2014,MARK SUZMAN,"PRESIDENT, GLOBAL POLICY & ADVOCACY",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2014,JEFFREY S RAIKES,FORMER CHIEF EXECUTIVE OFFICER,JEFFREY S RAIKES,JEFFREY,RAIKES,S
BILL  MELINDA GATES FOUNDATION,2014,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2014,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2014,JIM BROMLEY,CHIEF FINANCIAL OFFICER,JIM BROMLEY,JIM,BROMLEY,
BILL  MELINDA GATES FOUNDATION,2014,MARTHA CHOE,FORMER CHIEF ADMINISTRATIVE OFFICER,MARTHA CHOE,MARTHA,CHOE,
BILL  MELINDA GATES FOUNDATION,2014,SUSAN BYRNES,FORMER INTERIM CHIEF COMM OFFICER,SUSAN BYRNES,SUSAN,BYRNES,
BILL  MELINDA GATES FOUNDATION,2014,KURT FISCHER,CHIEF HUMAN RESOURCES OFFICER,KURT FISCHER,KURT,FISCHER,
BILL  MELINDA GATES FOUNDATION,2014,LEIGH MORGAN,CHIEF OPERATING OFFICER,LEIGH MORGAN,LEIGH,MORGAN,
BILL  MELINDA GATES FOUNDATION,2014,MIGUEL VEIGA-PESTANA,CHIEF COMMUNICATIONS OFFICER,MIGUEL VEIGA-PESTANA,MIGUEL,VEIGA-PESTANA,
BILL  MELINDA GATES FOUNDATION,2014,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2014,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2014,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2013,JEFFREY S RAIKES,CHIEF EXECUTIVE OFFICER,JEFFREY S RAIKES,JEFFREY,RAIKES,S
BILL  MELINDA GATES FOUNDATION,2013,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2013,CHRISTOPHER ELIAS,"PRESIDENT, GLOBAL DEVELOPMENT",CHRISTOPHER ELIAS,CHRISTOPHER,ELIAS,
BILL  MELINDA GATES FOUNDATION,2013,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2013,GEOFFREY LAMB,CHIEF ECONOMIC & POLICY ADVISOR,GEOFFREY LAMB,GEOFFREY,LAMB,
BILL  MELINDA GATES FOUNDATION,2013,RICHARD C HENRIQUES,CHIEF FINANCIAL OFFICER,RICHARD C HENRIQUES,RICHARD,HENRIQUES,C
BILL  MELINDA GATES FOUNDATION,2013,KATE JAMES,FORMER CHIEF COMMUNICATIONS OFFICER,KATE JAMES,KATE,JAMES,
BILL  MELINDA GATES FOUNDATION,2013,MARK SUZMAN,"PRESIDENT, GLOBAL POLICY & ADVOCACY",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2013,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2013,MARTHA CHOE,CHIEF ADMINISTRATIVE OFFICER,MARTHA CHOE,MARTHA,CHOE,
BILL  MELINDA GATES FOUNDATION,2013,KURT FISCHER,CHIEF HUMAN RESOURCES OFFICER,KURT FISCHER,KURT,FISCHER,
BILL  MELINDA GATES FOUNDATION,2013,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2013,SUSAN BYRNES,INTERIM CHIEF COMMUNICATIONS OFFICER,SUSAN BYRNES,SUSAN,BYRNES,
BILL  MELINDA GATES FOUNDATION,2013,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2013,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2013,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2012,JEFFREY S RAIKES,CHIEF EXECUTIVE OFFICER,JEFFREY S RAIKES,JEFFREY,RAIKES,S
BILL  MELINDA GATES FOUNDATION,2012,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2012,CHRISTOPHER ELIAS,"PRESIDENT, GLOBAL DEVELOPMENT",CHRISTOPHER ELIAS,CHRISTOPHER,ELIAS,
BILL  MELINDA GATES FOUNDATION,2012,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2012,GEOFFREY LAMB,"PRESIDENT, GLOBAL POLICY & ADVOCACY",GEOFFREY LAMB,GEOFFREY,LAMB,
BILL  MELINDA GATES FOUNDATION,2012,RICHARD C HENRIQUES,CHIEF FINANCIAL OFFICER,RICHARD C HENRIQUES,RICHARD,HENRIQUES,C
BILL  MELINDA GATES FOUNDATION,2012,KATE JAMES,CHIEF COMMUNICATIONS OFFICER,KATE JAMES,KATE,JAMES,
BILL  MELINDA GATES FOUNDATION,2012,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2012,MARK SUZMAN,"MANAGING DIR INT'L POLICY, PROG & ADV",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2012,MARTHA CHOE,CHIEF ADMINISTRATIVE OFFICER,MARTHA CHOE,MARTHA,CHOE,
BILL  MELINDA GATES FOUNDATION,2012,KURT FISCHER,CHIEF HUMAN RESOURCES OFFICER,KURT FISCHER,KURT,FISCHER,
BILL  MELINDA GATES FOUNDATION,2012,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2012,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2012,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2012,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2011,JEFFREY S RAIKES,CHIEF EXECUTIVE OFFICER,JEFFREY S RAIKES,JEFFREY,RAIKES,S
BILL  MELINDA GATES FOUNDATION,2011,SYLVIA MATHEWS BURWELL,"PRESIDENT, GLOBAL DEVELOPMENT",SYLVIA MATHEWS BURWELL,SYLVIA,BURWELL,MATHEWS
BILL  MELINDA GATES FOUNDATION,2011,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2011,TADATAKA YAMADA MD,"FORMER PRESIDENT, GLOBAL HEALTH",TADATAKA YAMADA MD,TADATAKA,MD,YAMADA
BILL  MELINDA GATES FOUNDATION,2011,GEOFF LAMB,MANAGING DIRECTOR PUBLIC POLICY,GEOFF LAMB,GEOFF,LAMB,
BILL  MELINDA GATES FOUNDATION,2011,RICHARD C HENRIQUES,CHIEF FINANCIAL OFFICER,RICHARD C HENRIQUES,RICHARD,HENRIQUES,C
BILL  MELINDA GATES FOUNDATION,2011,KATE JAMES,CHIEF COMMUNICATIONS OFFICER,KATE JAMES,KATE,JAMES,
BILL  MELINDA GATES FOUNDATION,2011,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2011,MARK SUZMAN,"MANAGING DIR INT'L POLICY, PROG",MARK SUZMAN,MARK,SUZMAN,
BILL  MELINDA GATES FOUNDATION,2011,MARTHA CHOE,CHIEF ADMINISTRATIVE OFFICER,MARTHA CHOE,MARTHA,CHOE,
BILL  MELINDA GATES FOUNDATION,2011,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2011,TREVOR MUNDEL,"PRESIDENT, GLOBAL HEALTH",TREVOR MUNDEL,TREVOR,MUNDEL,
BILL  MELINDA GATES FOUNDATION,2011,FRANCI PHELAN,FORMER CHIEF HUMAN RESOURCES OFFICER,FRANCI PHELAN,FRANCI,PHELAN,
BILL  MELINDA GATES FOUNDATION,2011,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2011,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2011,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2010,JEFFREY S RAIKES,CEO,JEFFREY S RAIKES,JEFFREY,RAIKES,S
BILL  MELINDA GATES FOUNDATION,2010,TADATAKA YAMADA MD,"PRESIDENT, GLOBAL HEALTH",TADATAKA YAMADA MD,TADATAKA,MD,YAMADA
BILL  MELINDA GATES FOUNDATION,2010,SYLVIA MATHEWS BURWELL,"PRESIDENT, GLOBAL DEVELOPMENT",SYLVIA MATHEWS BURWELL,SYLVIA,BURWELL,MATHEWS
BILL  MELINDA GATES FOUNDATION,2010,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2010,KATE JAMES,CHIEF COMMUNICATIONS OFFICER,KATE JAMES,KATE,JAMES,
BILL  MELINDA GATES FOUNDATION,2010,GEOFF LAMB,MANAGING DIR PUBLIC POLICY,GEOFF LAMB,GEOFF,LAMB,
BILL  MELINDA GATES FOUNDATION,2010,CHERYL SCOTT,CHIEF OPERATING OFFICER (IRIS),CHERYL SCOTT,CHERYL,SCOTT,
BILL  MELINDA GATES FOUNDATION,2010,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2010,RICHARD C HENRIQUES,CHIEF FINANCIAL OFFICER,RICHARD C HENRIQUES,RICHARD,HENRIQUES,C
BILL  MELINDA GATES FOUNDATION,2010,MARTHA CHOE,CHIEF ADMINISTRATIVE OFFICER,MARTHA CHOE,MARTHA,CHOE,
BILL  MELINDA GATES FOUNDATION,2010,FRANCI PHELAN,CHIEF HUMAN RESOURCES OFFICER,FRANCI PHELAN,FRANCI,PHELAN,
BILL  MELINDA GATES FOUNDATION,2010,KEITH OLSON,FORMER INTERIM CFO,KEITH OLSON,KEITH,OLSON,
BILL  MELINDA GATES FOUNDATION,2010,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2010,GWEN SHERMAN,DIR of FINANCE & ADMIN (IRIS),GWEN SHERMAN,GWEN,SHERMAN,
BILL  MELINDA GATES FOUNDATION,2010,ALEXANDER S FRIEDMAN,FORMER CHIEF FINANCIAL OFFICER,ALEXANDER S FRIEDMAN,ALEXANDER,FRIEDMAN,S
BILL  MELINDA GATES FOUNDATION,2010,WILLIAM H GATES III,TRUSTEE,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2010,MELINDA FRENCH GATES,TRUSTEE,MELINDA FRENCH GATES,MELINDA,GATES,FRENCH
BILL  MELINDA GATES FOUNDATION,2010,WARREN E BUFFETT,TRUSTEE,WARREN E BUFFETT,WARREN,BUFFETT,E
BILL  MELINDA GATES FOUNDATION,2009,JEFFREY S RAIKES,CEO,JEFFREY S RAIKES,JEFFREY,RAIKES,S
BILL  MELINDA GATES FOUNDATION,2009,TADATAKA YAMADA MD,"PRESIDENT, GLOBAL HEALTH",TADATAKA YAMADA MD,TADATAKA,MD,YAMADA
BILL  MELINDA GATES FOUNDATION,2009,SYLVIA MATHEWS BURWELL,"PRESIDENT, GLOBAL DEVELOPMENT",SYLVIA MATHEWS BURWELL,SYLVIA,BURWELL,MATHEWS
BILL  MELINDA GATES FOUNDATION,2009,ALLAN C GOLSTON,"PRESIDENT, US PROGRAM",ALLAN C GOLSTON,ALLAN,GOLSTON,C
BILL  MELINDA GATES FOUNDATION,2009,CHERYL SCOTT,CHIEF OPERATING OFFICER (IRIS),CHERYL SCOTT,CHERYL,SCOTT,
BILL  MELINDA GATES FOUNDATION,2009,ALEXANDER S FRIEDMAN,CHIEF FINANCIAL OFFICER,ALEXANDER S FRIEDMAN,ALEXANDER,FRIEDMAN,S
BILL  MELINDA GATES FOUNDATION,2009,FRANCI PHELAN,CHIEF HUMAN RESOURCES OFFICER,FRANCI PHELAN,FRANCI,PHELAN,
BILL  MELINDA GATES FOUNDATION,2009,CONNIE COLLINGSWORTH,SECRETARY & GENERAL COUNSEL,CONNIE COLLINGSWORTH,CONNIE,COLLINGSWORTH,
BILL  MELINDA GATES FOUNDATION,2009,MARTHA CHOE,CHIEF ADMINISTRATIVE OFFICER,MARTHA CHOE,MARTHA,CHOE,
BILL  MELINDA GATES FOUNDATION,2009,WILLIAM H GATES SR,CO-CHAIR,WILLIAM H GATES,WILLIAM,GATES,H
BILL  MELINDA GATES FOUNDATION,2009,GWEN SHERMAN,DIR OF FINANCE & ADMIN (IRIS),GWEN SHERMAN,GWEN,SHERMAN,
