org,year,name,position,normalized_name,first,last,middle
JAQUELIN HUME FOUNDATION,2005,CAROLINE H. HUME,PRESIDENT,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2005,EDWARD A. LANDRY,TRUSTEE,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2005,EDWARD A. LANDRY,ASSISTANT SECTY/ASSISTANT TREASURER,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2005,GISELE HUFF,ASSISTANT SECTY/ASSISTANT TREASURER,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2005,WILLIAM J. HUME,TRUSTEE,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2005,GEORGE H. HUME,TRUSTEE,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2004,GISELE HUFF,EXECUTIVE DIRECTOR,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2004,GEORGE H. HUME,FIRST VP AND SECTY,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2004,CAROLINE H. HUME,PRESIDENT,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2004,CAROLINE H. HUME,TRUSTEE,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2004,EDWARD A. LANDRY,ASSISTANT SECTY/ASSISTANT TREASURER,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2004,GEORGE H. HUME,TRUSTEE,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2004,WILLIAM J. HUME,TRUSTEE,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2004,WILLIAM J. HUME,SECOND VP AND TREAS.,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2004,GISELE HUFF,ASSISTANT SECTY/ASSISTANT TREASURER,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2004,EDWARD A. LANDRY,TRUSTEE,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2003,GISELE HUFF,EXECUTIVE DIRECTOR,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2003,GEORGE H. HUME,TRUSTEE,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2003,WILLIAM J. HUME,SECOND VP AND TREAS.,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2003,WILLIAM J. HUME,TRUSTEE,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2003,CAROLINE H. HUME,TRUSTEE,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2003,EDWARD A. LANDRY,TRUSTEE,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2003,GISELE HUFF,ASSISTANT SECTY/ASSISTANT TREASURER,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2003,CAROLINE H. HUME,PRESIDENT,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2003,EDWARD A. LANDRY,ASSISTANT SECTY/ASSISTANT TREASURER,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2003,GEORGE H. HUME,FIRST VP AND SECTY,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2002,GISELE HUFF,EXECUTIVE DIRECTOR,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2002,GISELE HUFF,ASSISTANT SECTY/ ASSISTANT TREASURER,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2002,CAROLINE H. HUME,PRESIDENT,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2002,WILLIAM J. HUME,TRUSTEE,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2002,EDWARD A. LANDRY,ASSISTANT SECTY/ ASSISTANT TREASURER,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2002,EDWARD A. LANDRY,TRUSTEE,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2002,WILLIAM J. HUME,SECOND VP AND TREAS.,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2002,CAROLINE H. HUME,TRUSTEE,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2002,GEORGE H. HUME,TRUSTEE,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2002,GEORGE H. HUME,FIRST VP AND SECTY,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2001,GISELE HUFF,EXECUTIVE DIRECTOR,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2001,EDWARD A. LANDRY,TRUSTEE,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2001,GEORGE H HUME,TRUSTEE,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2001,WILLIAM J. HUME,TRUSTEE,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2001,WILLIAM J. HUME,SECOND VP AND TREAS.,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2001,GISELE HUFF,ASST SECTY/ASST TREA,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2001,EDWARD A. LANDRY,ASST SECTY/ASST TREA,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2001,GEORGE H HUME,FIRST VP AND SECTY,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2001,CAROLINE H HUME,PRESIDENT,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2001,CAROLINE H. HUME,TRUSTEE,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2000,GISELE HUFF,EXECUTIVE DIRECTOR,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2000,WILLIAM J. HUME,SECOND VP AND TREAS,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2000,GEORGE H. HUME,TRUSTEE,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,2000,WILLIAM J. HUME,TRUSTEE,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,2000,GISELE HUFF,AST SECTY/AST TREAS,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,2000,CAROLINE H. HUME,TRUSTEE,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2000,CAROLINE H. HUME,PRESIDENT,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,2000,EDWARD A. LANDRY,AST SECTY/AST TREAS,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2000,EDWARD A. LANDRY,TRUSTEE,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,2000,GEORGE H. HUME,FIRST VP AND SECTY,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,1999,GISELE HUFF,EXECUTIVE DIRECTOR,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,1999,CAROLINE H. HUME,TRUSTEE,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,1999,EDWARD A. LANDRY,TRUSTEE,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,1999,WILLIAM J. HUME,TRUSTEE,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,1999,EDWARD A. LANDRY,AST SECTY/AST TREAS,EDWARD A LANDRY,EDWARD,LANDRY,A
JAQUELIN HUME FOUNDATION,1999,WILLIAM J. HUME,SECOND VP AND TREAS,WILLIAM J HUME,WILLIAM,HUME,J
JAQUELIN HUME FOUNDATION,1999,GISELE HUFF,AST SECTY/AST TREAS,GISELE HUFF,GISELE,HUFF,
JAQUELIN HUME FOUNDATION,1999,CAROLINE H. HUME,PRESIDENT,CAROLINE H HUME,CAROLINE,HUME,H
JAQUELIN HUME FOUNDATION,1999,GEORGE H. HUME,TRUSTEE,GEORGE H HUME,GEORGE,HUME,H
JAQUELIN HUME FOUNDATION,1999,GEORGE H. HUME,FIRST VP AND SECTY,GEORGE H HUME,GEORGE,HUME,H
SORENSON LEGACY FOUNDATION,2018,RALPH JOHNSON,DIRECTOR,RALPH JOHNSON,RALPH,JOHNSON,
SORENSON LEGACY FOUNDATION,2018,JOSEPH SORENSON,DIRECTOR,JOSEPH SORENSON,JOSEPH,SORENSON,
SORENSON LEGACY FOUNDATION,2018,DALE HARRIS,DIRECTOR,DALE HARRIS,DALE,HARRIS,
SORENSON LEGACY FOUNDATION,2018,SHAUNA JOHNSON,DIRECTOR,SHAUNA JOHNSON,SHAUNA,JOHNSON,
SORENSON LEGACY FOUNDATION,2018,CAROL SMITH,DIRECTOR,CAROL SMITH,CAROL,SMITH,
SORENSON LEGACY FOUNDATION,2018,GARY CROCKER,DIRECTOR,GARY CROCKER,GARY,CROCKER,
SORENSON LEGACY FOUNDATION,2018,KATHLEEN SORENSON,DIRECTOR,KATHLEEN SORENSON,KATHLEEN,SORENSON,
SORENSON LEGACY FOUNDATION,2018,ANN CROCKER,DIRECTOR,ANN CROCKER,ANN,CROCKER,
SORENSON LEGACY FOUNDATION,2018,THOM WILLIAMSEN,DIRECTOR,THOM WILLIAMSEN,THOM,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2018,CHRISTINE HARRIS,DIRECTOR,CHRISTINE HARRIS,CHRISTINE,HARRIS,
SORENSON LEGACY FOUNDATION,2018,GAIL WILLIAMSEN,DIRECTOR,GAIL WILLIAMSEN,GAIL,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2017,RALPH JOHNSON,DIRECTOR,RALPH JOHNSON,RALPH,JOHNSON,
SORENSON LEGACY FOUNDATION,2017,JOSEPH SORENSON,DIRECTOR/PRESIDENT,JOSEPH SORENSON,JOSEPH,SORENSON,
SORENSON LEGACY FOUNDATION,2017,DALE HARRIS,DIRECTOR,DALE HARRIS,DALE,HARRIS,
SORENSON LEGACY FOUNDATION,2017,SHAUNA JOHNSON,DIRECTOR,SHAUNA JOHNSON,SHAUNA,JOHNSON,
SORENSON LEGACY FOUNDATION,2017,CAROL SMITH,DIRECTOR,CAROL SMITH,CAROL,SMITH,
SORENSON LEGACY FOUNDATION,2017,GAIL WILLIAMSEN,DIRECTOR,GAIL WILLIAMSEN,GAIL,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2017,CHRISTINE HARRIS,DIRECTOR,CHRISTINE HARRIS,CHRISTINE,HARRIS,
SORENSON LEGACY FOUNDATION,2017,ANN CROCKER,DIRECTOR,ANN CROCKER,ANN,CROCKER,
SORENSON LEGACY FOUNDATION,2017,KATHLEEN SORENSON,DIRECTOR,KATHLEEN SORENSON,KATHLEEN,SORENSON,
SORENSON LEGACY FOUNDATION,2017,THOM WILLIAMSEN,DIRECTOR,THOM WILLIAMSEN,THOM,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2017,GARY CROCKER,DIRECTOR,GARY CROCKER,GARY,CROCKER,
SORENSON LEGACY FOUNDATION,2016,Ralph Johnson,Director,RALPH JOHNSON,RALPH,JOHNSON,
SORENSON LEGACY FOUNDATION,2016,Shauna Johnson,Director,SHAUNA JOHNSON,SHAUNA,JOHNSON,
SORENSON LEGACY FOUNDATION,2016,Gary Crocker,Director,GARY CROCKER,GARY,CROCKER,
SORENSON LEGACY FOUNDATION,2016,Carol Smith,Director,CAROL SMITH,CAROL,SMITH,
SORENSON LEGACY FOUNDATION,2016,Joseph Sorenson,Director,JOSEPH SORENSON,JOSEPH,SORENSON,
SORENSON LEGACY FOUNDATION,2016,Dale Harris,Director,DALE HARRIS,DALE,HARRIS,
SORENSON LEGACY FOUNDATION,2016,Joan Fenton,Director/Pres,JOAN FENTON,JOAN,FENTON,
SORENSON LEGACY FOUNDATION,2016,Kathleen Sorenson,Director,KATHLEEN SORENSON,KATHLEEN,SORENSON,
SORENSON LEGACY FOUNDATION,2016,Thom Williamsen,Director,THOM WILLIAMSEN,THOM,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2016,Tim Fenton,Director,TIM FENTON,TIM,FENTON,
SORENSON LEGACY FOUNDATION,2016,Ann Crocker,Director,ANN CROCKER,ANN,CROCKER,
SORENSON LEGACY FOUNDATION,2016,Gail Williamsen,Director,GAIL WILLIAMSEN,GAIL,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2016,Christine Harris,Director,CHRISTINE HARRIS,CHRISTINE,HARRIS,
SORENSON LEGACY FOUNDATION,2015,Ralph Johnson,Director,RALPH JOHNSON,RALPH,JOHNSON,
SORENSON LEGACY FOUNDATION,2015,Shauna Johnson,Director,SHAUNA JOHNSON,SHAUNA,JOHNSON,
SORENSON LEGACY FOUNDATION,2015,Gary Crocker,Director,GARY CROCKER,GARY,CROCKER,
SORENSON LEGACY FOUNDATION,2015,Joan Fenton,Director/Pres,JOAN FENTON,JOAN,FENTON,
SORENSON LEGACY FOUNDATION,2015,Ann Crocker,Director,ANN CROCKER,ANN,CROCKER,
SORENSON LEGACY FOUNDATION,2015,Carol Smith,Director,CAROL SMITH,CAROL,SMITH,
SORENSON LEGACY FOUNDATION,2015,Tim Fenton,Director,TIM FENTON,TIM,FENTON,
SORENSON LEGACY FOUNDATION,2015,Dale Harris,Director,DALE HARRIS,DALE,HARRIS,
SORENSON LEGACY FOUNDATION,2015,Thom Williamsen,Director,THOM WILLIAMSEN,THOM,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2015,Joseph Sorenson,Director,JOSEPH SORENSON,JOSEPH,SORENSON,
SORENSON LEGACY FOUNDATION,2015,Kathleen Sorenson,Director,KATHLEEN SORENSON,KATHLEEN,SORENSON,
SORENSON LEGACY FOUNDATION,2015,Gail Williamsen,Director,GAIL WILLIAMSEN,GAIL,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2015,Christine Harris,Director,CHRISTINE HARRIS,CHRISTINE,HARRIS,
SORENSON LEGACY FOUNDATION,2014,Ralph Johnson,Director,RALPH JOHNSON,RALPH,JOHNSON,
SORENSON LEGACY FOUNDATION,2014,Ann Crocker,Director/Pres,ANN CROCKER,ANN,CROCKER,
SORENSON LEGACY FOUNDATION,2014,Gary Crocker,Director,GARY CROCKER,GARY,CROCKER,
SORENSON LEGACY FOUNDATION,2014,Shauna Johnson,Director,SHAUNA JOHNSON,SHAUNA,JOHNSON,
SORENSON LEGACY FOUNDATION,2014,Joseph Sorenson,Director,JOSEPH SORENSON,JOSEPH,SORENSON,
SORENSON LEGACY FOUNDATION,2014,Thom Williamsen,Director,THOM WILLIAMSEN,THOM,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2014,Tim Fenton,Director,TIM FENTON,TIM,FENTON,
SORENSON LEGACY FOUNDATION,2014,Dale Harris,Director,DALE HARRIS,DALE,HARRIS,
SORENSON LEGACY FOUNDATION,2014,Carol Smith,Director,CAROL SMITH,CAROL,SMITH,
SORENSON LEGACY FOUNDATION,2014,Kathleen Sorenson,Director,KATHLEEN SORENSON,KATHLEEN,SORENSON,
SORENSON LEGACY FOUNDATION,2014,Gail Williamsen,Director,GAIL WILLIAMSEN,GAIL,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2014,Joan Fenton,Director,JOAN FENTON,JOAN,FENTON,
SORENSON LEGACY FOUNDATION,2014,Christine Harris,Director,CHRISTINE HARRIS,CHRISTINE,HARRIS,
SORENSON LEGACY FOUNDATION,2013,Ralph Johnson,Director,RALPH JOHNSON,RALPH,JOHNSON,
SORENSON LEGACY FOUNDATION,2013,Shauna Johnson,Director,SHAUNA JOHNSON,SHAUNA,JOHNSON,
SORENSON LEGACY FOUNDATION,2013,Ann Crocker,Director/Pres,ANN CROCKER,ANN,CROCKER,
SORENSON LEGACY FOUNDATION,2013,Joseph Sorenson,Director,JOSEPH SORENSON,JOSEPH,SORENSON,
SORENSON LEGACY FOUNDATION,2013,Gary Crocker,Director,GARY CROCKER,GARY,CROCKER,
SORENSON LEGACY FOUNDATION,2013,Thom Williamsen,Director,THOM WILLIAMSEN,THOM,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2013,Dale Harris,Director,DALE HARRIS,DALE,HARRIS,
SORENSON LEGACY FOUNDATION,2013,Tim Fenton,Director,TIM FENTON,TIM,FENTON,
SORENSON LEGACY FOUNDATION,2013,Carol Smith,Director,CAROL SMITH,CAROL,SMITH,
SORENSON LEGACY FOUNDATION,2013,Kathleen Sorenson,Director,KATHLEEN SORENSON,KATHLEEN,SORENSON,
SORENSON LEGACY FOUNDATION,2013,Joan Fenton,Director,JOAN FENTON,JOAN,FENTON,
SORENSON LEGACY FOUNDATION,2013,Gail Williamsen,Director,GAIL WILLIAMSEN,GAIL,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2013,Beverly Sorenson,Director,BEVERLY SORENSON,BEVERLY,SORENSON,
SORENSON LEGACY FOUNDATION,2013,Christine Harris,Director,CHRISTINE HARRIS,CHRISTINE,HARRIS,
SORENSON LEGACY FOUNDATION,2012,Shauna Johnson,Director/Pres,SHAUNA JOHNSON,SHAUNA,JOHNSON,
SORENSON LEGACY FOUNDATION,2012,Ralph Johnson,Director,RALPH JOHNSON,RALPH,JOHNSON,
SORENSON LEGACY FOUNDATION,2012,Greg Taylor,Secretary,GREG TAYLOR,GREG,TAYLOR,
SORENSON LEGACY FOUNDATION,2012,Jim Larson,COO,JIM LARSON,JIM,LARSON,
SORENSON LEGACY FOUNDATION,2012,Joseph Sorenson,Director,JOSEPH SORENSON,JOSEPH,SORENSON,
SORENSON LEGACY FOUNDATION,2012,Dale Harris,Director,DALE HARRIS,DALE,HARRIS,
SORENSON LEGACY FOUNDATION,2012,Gary Crocker,Director,GARY CROCKER,GARY,CROCKER,
SORENSON LEGACY FOUNDATION,2012,Thom Williamsen,Director,THOM WILLIAMSEN,THOM,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2012,Tim Fenton,Director,TIM FENTON,TIM,FENTON,
SORENSON LEGACY FOUNDATION,2012,Carol Smith,Director,CAROL SMITH,CAROL,SMITH,
SORENSON LEGACY FOUNDATION,2012,Ann Crocker,Director,ANN CROCKER,ANN,CROCKER,
SORENSON LEGACY FOUNDATION,2012,Gail Williamsen,Director,GAIL WILLIAMSEN,GAIL,WILLIAMSEN,
SORENSON LEGACY FOUNDATION,2012,Beverly Sorenson,Director,BEVERLY SORENSON,BEVERLY,SORENSON,
SORENSON LEGACY FOUNDATION,2012,Joan Fenton,Director,JOAN FENTON,JOAN,FENTON,
SORENSON LEGACY FOUNDATION,2012,Terry Hodder,Treasurer,TERRY HODDER,TERRY,HODDER,
SORENSON LEGACY FOUNDATION,2012,Kathleen Sorenson,Director,KATHLEEN SORENSON,KATHLEEN,SORENSON,
SORENSON LEGACY FOUNDATION,2012,Christine Harris,Director,CHRISTINE HARRIS,CHRISTINE,HARRIS,
"GALASHIELS FUND, LTD",2018,DAVID T BRADFORD,Secretary/director,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2018,ANDREA K MAYES,Assistant Treasurer,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2018,BETSY P COLBURN,vice president/director,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2018,Keith W Colburn,pres/treasurer/director,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2017,DAVID T BRADFORD,Secretary/director,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2017,ANDREA K MAYES,Assistant Treasurer,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2017,BETSY P COLBURN,vice president/director,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2017,Keith W Colburn,pres/treasurer/director,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2016,DAVID T BRADFORD,Secretary/director,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2016,ANDREA K MAYES,Assistant Treasurer,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2016,BETSY P COLBURN,vice president/director,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2016,Keith W Colburn,pres/treasurer/director,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2015,DAVID T BRADFORD,Secretary/director,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2015,ANDREA K MAYES,Assistant Treasurer,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2015,BETSY P COLBURN,vice president /director,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2015,Keith W Colburn,pres/treasurer/director,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2014,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2014,ANDREA K. MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2014,BETSY P. COLBURN,VICE PRESIDENT /DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2014,KEITH W. COLBURN,PRES/TREASURER/DIRECTOR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2013,KEITH W. COLBURN,PRES/TREASURER/DIRECTOR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2013,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2013,ANDREA K. MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2013,BETSY P. COLBURN,VICE PRESIDENT/DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2012,KEITH W COLBURN,PRES/TREASURER/DIRECTOR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2012,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2012,ANDREA K MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2012,BETSY P. COLBURN,VICE PRESIDENT/DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2011,KEITH W COLBURN,PRES/TREAStJRER/DIRECTOR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2011,DAVID T BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2011,ANDREA K MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2011,BETSY P COLBIJRN,DIRECTOR,BETSY P COLBIJRN,BETSY,COLBIJRN,P
"GALASHIELS FUND, LTD",2010,KEITH W. COLBURN,PRES/TREASURER/DIRECTOR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2010,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2010,ANDREA K. MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2010,BETSY P. COLBURN,DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2009,KEITH W. COLBURN,PRES/TREASURER/DIRECTOR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2009,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2009,ANDREA K. MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2009,BETSY P. COLBURN,DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2008,KEITH W. COLBURN,PRES/TREASURER/DIRECTOR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2008,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2008,ANDREA K. MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2008,BETSY P. COLBURN,DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2007,KEITH W. COLBURN,PRES/TREASURER/DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2007,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2007,ANDREA K. MAYES,ASSISTANT TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2007,BETSY P. COLBURN,DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2006,BETSY P. COLBURN,DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2006,ANDREA K. MAYES,VICE-TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2006,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2006,KEITH W. COLBURN,PRES/TREASURER/DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2005,KEITH W. COLBURN,PRES/TREASURER/DIR,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2005,BETSY P. COLBURN,DIRECTOR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2005,DAVID T. BRADFORD,SECRETARY/DIRECTOR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2005,ANDREA K. MAYES,VICE-TREASURER,ANDREA K MAYES,ANDREA,MAYES,K
"GALASHIELS FUND, LTD",2004,KEITH W. COLBURN,PRES - DIR - TREAS,KEITH W COLBURN,KEITH,COLBURN,W
"GALASHIELS FUND, LTD",2004,DAVID T. BRADFORD,SECTY - DIR,DAVID T BRADFORD,DAVID,BRADFORD,T
"GALASHIELS FUND, LTD",2004,BETSY P. COLBURN,V/PRES - DIR,BETSY P COLBURN,BETSY,COLBURN,P
"GALASHIELS FUND, LTD",2004,ANDREA MAYES,VICE TREASURER,ANDREA MAYES,ANDREA,MAYES,
